Date & Time,ECG_Data
[2023-04-06 14:21:13.339] ,318
[2023-04-06 14:21:13.339] ,316
[2023-04-06 14:21:13.339] ,318
[2023-04-06 14:21:13.339] ,306
[2023-04-06 14:21:13.351] ,334
[2023-04-06 14:21:13.351] ,500
[2023-04-06 14:21:13.351] ,656
[2023-04-06 14:21:13.351] ,421
[2023-04-06 14:21:13.351] ,271
[2023-04-06 14:21:13.351] ,352
[2023-04-06 14:21:13.351] ,313
[2023-04-06 14:21:13.351] ,313
[2023-04-06 14:21:13.351] ,308
[2023-04-06 14:21:13.351] ,309
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,312
[2023-04-06 14:21:13.351] ,317
[2023-04-06 14:21:13.351] ,324
[2023-04-06 14:21:13.351] ,323
[2023-04-06 14:21:13.351] ,325
[2023-04-06 14:21:13.351] ,328
[2023-04-06 14:21:13.351] ,334
[2023-04-06 14:21:13.351] ,340
[2023-04-06 14:21:13.351] ,347
[2023-04-06 14:21:13.351] ,348
[2023-04-06 14:21:13.351] ,355
[2023-04-06 14:21:13.351] ,361
[2023-04-06 14:21:13.351] ,361
[2023-04-06 14:21:13.351] ,366
[2023-04-06 14:21:13.351] ,359
[2023-04-06 14:21:13.351] ,341
[2023-04-06 14:21:13.351] ,328
[2023-04-06 14:21:13.351] ,314
[2023-04-06 14:21:13.351] ,302
[2023-04-06 14:21:13.351] ,309
[2023-04-06 14:21:13.351] ,297
[2023-04-06 14:21:13.351] ,305
[2023-04-06 14:21:13.351] ,301
[2023-04-06 14:21:13.351] ,302
[2023-04-06 14:21:13.351] ,306
[2023-04-06 14:21:13.351] ,310
[2023-04-06 14:21:13.351] ,311
[2023-04-06 14:21:13.351] ,312
[2023-04-06 14:21:13.351] ,312
[2023-04-06 14:21:13.351] ,316
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,320
[2023-04-06 14:21:13.351] ,323
[2023-04-06 14:21:13.351] ,319
[2023-04-06 14:21:13.351] ,316
[2023-04-06 14:21:13.351] ,318
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,321
[2023-04-06 14:21:13.351] ,314
[2023-04-06 14:21:13.351] ,318
[2023-04-06 14:21:13.351] ,317
[2023-04-06 14:21:13.351] ,319
[2023-04-06 14:21:13.351] ,325
[2023-04-06 14:21:13.351] ,318
[2023-04-06 14:21:13.351] ,341
[2023-04-06 14:21:13.351] ,341
[2023-04-06 14:21:13.351] ,335
[2023-04-06 14:21:13.351] ,353
[2023-04-06 14:21:13.351] ,336
[2023-04-06 14:21:13.351] ,324
[2023-04-06 14:21:13.351] ,316
[2023-04-06 14:21:13.351] ,314
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,312
[2023-04-06 14:21:13.351] ,318
[2023-04-06 14:21:13.351] ,304
[2023-04-06 14:21:13.351] ,350
[2023-04-06 14:21:13.351] ,565
[2023-04-06 14:21:13.351] ,654
[2023-04-06 14:21:13.351] ,329
[2023-04-06 14:21:13.351] ,304
[2023-04-06 14:21:13.351] ,351
[2023-04-06 14:21:13.351] ,308
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,315
[2023-04-06 14:21:13.351] ,318
[2023-04-06 14:21:13.351] ,320
[2023-04-06 14:21:13.351] ,325
[2023-04-06 14:21:13.351] ,325
[2023-04-06 14:21:13.351] ,331
[2023-04-06 14:21:13.351] ,332
[2023-04-06 14:21:13.351] ,336
[2023-04-06 14:21:13.351] ,341
[2023-04-06 14:21:13.351] ,337
[2023-04-06 14:21:13.351] ,349
[2023-04-06 14:21:13.351] ,356
[2023-04-06 14:21:13.351] ,360
[2023-04-06 14:21:13.351] ,365
[2023-04-06 14:21:13.351] ,375
[2023-04-06 14:21:13.351] ,377
[2023-04-06 14:21:13.351] ,367
[2023-04-06 14:21:13.351] ,359
[2023-04-06 14:21:13.351] ,340
[2023-04-06 14:21:13.354] ,331
[2023-04-06 14:21:13.356] ,315
[2023-04-06 14:21:13.362] ,317
[2023-04-06 14:21:13.374] ,312
[2023-04-06 14:21:13.382] ,310
[2023-04-06 14:21:13.395] ,308
[2023-04-06 14:21:13.404] ,305
[2023-04-06 14:21:13.417] ,308
[2023-04-06 14:21:13.424] ,312
[2023-04-06 14:21:13.438] ,310
[2023-04-06 14:21:13.445] ,320
[2023-04-06 14:21:13.457] ,324
[2023-04-06 14:21:13.469] ,310
[2023-04-06 14:21:13.478] ,318
[2023-04-06 14:21:13.489] ,322
[2023-04-06 14:21:13.499] ,324
[2023-04-06 14:21:13.510] ,319
[2023-04-06 14:21:13.519] ,324
[2023-04-06 14:21:13.530] ,329
[2023-04-06 14:21:13.540] ,322
[2023-04-06 14:21:13.551] ,323
[2023-04-06 14:21:13.561] ,320
[2023-04-06 14:21:13.571] ,317
[2023-04-06 14:21:13.580] ,322
[2023-04-06 14:21:13.592] ,317
[2023-04-06 14:21:13.600] ,324
[2023-04-06 14:21:13.612] ,327
[2023-04-06 14:21:13.621] ,320
[2023-04-06 14:21:13.632] ,345
[2023-04-06 14:21:13.641] ,341
[2023-04-06 14:21:13.654] ,336
[2023-04-06 14:21:13.662] ,353
[2023-04-06 14:21:13.675] ,336
[2023-04-06 14:21:13.682] ,320
[2023-04-06 14:21:13.695] ,324
[2023-04-06 14:21:13.703] ,313
[2023-04-06 14:21:13.715] ,316
[2023-04-06 14:21:13.723] ,318
[2023-04-06 14:21:13.736] ,320
[2023-04-06 14:21:13.744] ,320
[2023-04-06 14:21:13.757] ,305
[2023-04-06 14:21:13.765] ,356
[2023-04-06 14:21:13.777] ,581
[2023-04-06 14:21:13.785] ,637
[2023-04-06 14:21:13.798] ,292
[2023-04-06 14:21:13.805] ,325
[2023-04-06 14:21:13.819] ,344
[2023-04-06 14:21:13.829] ,313
[2023-04-06 14:21:13.838] ,318
[2023-04-06 14:21:13.850] ,319
[2023-04-06 14:21:13.859] ,321
[2023-04-06 14:21:13.870] ,319
[2023-04-06 14:21:13.879] ,326
[2023-04-06 14:21:13.890] ,329
[2023-04-06 14:21:13.899] ,333
[2023-04-06 14:21:13.911] ,326
[2023-04-06 14:21:13.919] ,334
[2023-04-06 14:21:13.931] ,341
[2023-04-06 14:21:13.941] ,349
[2023-04-06 14:21:13.952] ,350
[2023-04-06 14:21:13.960] ,357
[2023-04-06 14:21:13.972] ,360
[2023-04-06 14:21:13.981] ,372
[2023-04-06 14:21:13.993] ,373
[2023-04-06 14:21:14.002] ,379
[2023-04-06 14:21:14.013] ,368
[2023-04-06 14:21:14.021] ,362
[2023-04-06 14:21:14.035] ,339
[2023-04-06 14:21:14.043] ,326
[2023-04-06 14:21:14.054] ,317
[2023-04-06 14:21:14.062] ,310
[2023-04-06 14:21:14.074] ,310
[2023-04-06 14:21:14.083] ,308
[2023-04-06 14:21:14.095] ,307
[2023-04-06 14:21:14.103] ,309
[2023-04-06 14:21:14.115] ,307
[2023-04-06 14:21:14.124] ,310
[2023-04-06 14:21:14.136] ,316
[2023-04-06 14:21:14.145] ,319
[2023-04-06 14:21:14.158] ,321
[2023-04-06 14:21:14.169] ,319
[2023-04-06 14:21:14.179] ,321
[2023-04-06 14:21:14.189] ,315
[2023-04-06 14:21:14.199] ,324
[2023-04-06 14:21:14.210] ,328
[2023-04-06 14:21:14.218] ,325
[2023-04-06 14:21:14.231] ,323
[2023-04-06 14:21:14.239] ,328
[2023-04-06 14:21:14.251] ,315
[2023-04-06 14:21:14.260] ,328
[2023-04-06 14:21:14.271] ,320
[2023-04-06 14:21:14.281] ,321
[2023-04-06 14:21:14.292] ,320
[2023-04-06 14:21:14.304] ,318
[2023-04-06 14:21:14.312] ,313
[2023-04-06 14:21:14.322] ,324
[2023-04-06 14:21:14.333] ,313
[2023-04-06 14:21:14.342] ,326
[2023-04-06 14:21:14.355] ,339
[2023-04-06 14:21:14.364] ,338
[2023-04-06 14:21:14.375] ,336
[2023-04-06 14:21:14.383] ,353
[2023-04-06 14:21:14.395] ,342
[2023-04-06 14:21:14.404] ,334
[2023-04-06 14:21:14.416] ,319
[2023-04-06 14:21:14.424] ,321
[2023-04-06 14:21:14.436] ,313
[2023-04-06 14:21:14.445] ,318
[2023-04-06 14:21:14.458] ,314
[2023-04-06 14:21:14.465] ,317
[2023-04-06 14:21:14.478] ,319
[2023-04-06 14:21:14.485] ,311
[2023-04-06 14:21:14.499] ,408
[2023-04-06 14:21:14.506] ,656
[2023-04-06 14:21:14.522] ,499
[2023-04-06 14:21:14.529] ,263
[2023-04-06 14:21:14.539] ,349
[2023-04-06 14:21:14.550] ,326
[2023-04-06 14:21:14.559] ,314
[2023-04-06 14:21:14.570] ,316
[2023-04-06 14:21:14.580] ,314
[2023-04-06 14:21:14.591] ,321
[2023-04-06 14:21:14.602] ,322
[2023-04-06 14:21:14.612] ,322
[2023-04-06 14:21:14.621] ,329
[2023-04-06 14:21:14.632] ,328
[2023-04-06 14:21:14.642] ,333
[2023-04-06 14:21:14.652] ,335
[2023-04-06 14:21:14.663] ,344
[2023-04-06 14:21:14.673] ,346
[2023-04-06 14:21:14.682] ,349
[2023-04-06 14:21:14.694] ,355
[2023-04-06 14:21:14.702] ,373
[2023-04-06 14:21:14.715] ,366
[2023-04-06 14:21:14.723] ,373
[2023-04-06 14:21:14.735] ,371
[2023-04-06 14:21:14.743] ,368
[2023-04-06 14:21:14.755] ,347
[2023-04-06 14:21:14.765] ,336
[2023-04-06 14:21:14.776] ,322
[2023-04-06 14:21:14.784] ,315
[2023-04-06 14:21:14.798] ,311
[2023-04-06 14:21:14.805] ,305
[2023-04-06 14:21:14.819] ,305
[2023-04-06 14:21:14.825] ,306
[2023-04-06 14:21:14.838] ,311
[2023-04-06 14:21:14.845] ,307
[2023-04-06 14:21:14.858] ,311
[2023-04-06 14:21:14.869] ,308
[2023-04-06 14:21:14.880] ,322
[2023-04-06 14:21:14.890] ,311
[2023-04-06 14:21:14.900] ,314
[2023-04-06 14:21:14.911] ,324
[2023-04-06 14:21:14.919] ,322
[2023-04-06 14:21:14.931] ,320
[2023-04-06 14:21:14.940] ,322
[2023-04-06 14:21:14.952] ,317
[2023-04-06 14:21:14.960] ,322
[2023-04-06 14:21:14.972] ,319
[2023-04-06 14:21:14.984] ,319
[2023-04-06 14:21:14.992] ,324
[2023-04-06 14:21:15.002] ,316
[2023-04-06 14:21:15.013] ,321
[2023-04-06 14:21:15.022] ,319
[2023-04-06 14:21:15.034] ,325
[2023-04-06 14:21:15.042] ,324
[2023-04-06 14:21:15.055] ,316
[2023-04-06 14:21:15.063] ,320
[2023-04-06 14:21:15.075] ,320
[2023-04-06 14:21:15.084] ,322
[2023-04-06 14:21:15.096] ,318
[2023-04-06 14:21:15.103] ,318
[2023-04-06 14:21:15.117] ,335
[2023-04-06 14:21:15.125] ,344
[2023-04-06 14:21:15.138] ,342
[2023-04-06 14:21:15.145] ,349
[2023-04-06 14:21:15.159] ,355
[2023-04-06 14:21:15.166] ,351
[2023-04-06 14:21:15.177] ,328
[2023-04-06 14:21:15.186] ,323
[2023-04-06 14:21:15.200] ,319
[2023-04-06 14:21:15.210] ,319
[2023-04-06 14:21:15.218] ,326
[2023-04-06 14:21:15.230] ,320
[2023-04-06 14:21:15.239] ,318
[2023-04-06 14:21:15.251] ,321
[2023-04-06 14:21:15.260] ,314
[2023-04-06 14:21:15.271] ,409
[2023-04-06 14:21:15.281] ,656
[2023-04-06 14:21:15.292] ,546
[2023-04-06 14:21:15.301] ,259
[2023-04-06 14:21:15.312] ,356
[2023-04-06 14:21:15.322] ,330
[2023-04-06 14:21:15.333] ,316
[2023-04-06 14:21:15.342] ,329
[2023-04-06 14:21:15.353] ,326
[2023-04-06 14:21:15.362] ,328
[2023-04-06 14:21:15.373] ,323
[2023-04-06 14:21:15.383] ,331
[2023-04-06 14:21:15.395] ,331
[2023-04-06 14:21:15.403] ,336
[2023-04-06 14:21:15.415] ,335
[2023-04-06 14:21:15.423] ,350
[2023-04-06 14:21:15.436] ,347
[2023-04-06 14:21:15.444] ,355
[2023-04-06 14:21:15.456] ,357
[2023-04-06 14:21:15.464] ,364
[2023-04-06 14:21:15.478] ,369
[2023-04-06 14:21:15.486] ,378
[2023-04-06 14:21:15.497] ,378
[2023-04-06 14:21:15.505] ,379
[2023-04-06 14:21:15.518] ,377
[2023-04-06 14:21:15.526] ,361
[2023-04-06 14:21:15.539] ,352
[2023-04-06 14:21:15.546] ,328
[2023-04-06 14:21:15.558] ,321
[2023-04-06 14:21:15.570] ,314
[2023-04-06 14:21:15.580] ,309
[2023-04-06 14:21:15.590] ,312
[2023-04-06 14:21:15.601] ,314
[2023-04-06 14:21:15.611] ,309
[2023-04-06 14:21:15.620] ,311
[2023-04-06 14:21:15.632] ,316
[2023-04-06 14:21:15.641] ,320
[2023-04-06 14:21:15.652] ,312
[2023-04-06 14:21:15.662] ,325
[2023-04-06 14:21:15.672] ,316
[2023-04-06 14:21:15.681] ,322
[2023-04-06 14:21:15.693] ,320
[2023-04-06 14:21:15.703] ,331
[2023-04-06 14:21:15.713] ,317
[2023-04-06 14:21:15.723] ,322
[2023-04-06 14:21:15.735] ,328
[2023-04-06 14:21:15.743] ,320
[2023-04-06 14:21:15.755] ,318
[2023-04-06 14:21:15.763] ,320
[2023-04-06 14:21:15.775] ,323
[2023-04-06 14:21:15.783] ,319
[2023-04-06 14:21:15.795] ,325
[2023-04-06 14:21:15.804] ,322
[2023-04-06 14:21:15.816] ,324
[2023-04-06 14:21:15.825] ,318
[2023-04-06 14:21:15.836] ,323
[2023-04-06 14:21:15.845] ,324
[2023-04-06 14:21:15.857] ,331
[2023-04-06 14:21:15.865] ,340
[2023-04-06 14:21:15.879] ,336
[2023-04-06 14:21:15.887] ,343
[2023-04-06 14:21:15.899] ,361
[2023-04-06 14:21:15.910] ,347
[2023-04-06 14:21:15.919] ,323
[2023-04-06 14:21:15.931] ,314
[2023-04-06 14:21:15.940] ,315
[2023-04-06 14:21:15.951] ,322
[2023-04-06 14:21:15.961] ,320
[2023-04-06 14:21:15.971] ,322
[2023-04-06 14:21:15.980] ,321
[2023-04-06 14:21:15.992] ,311
[2023-04-06 14:21:16.003] ,332
[2023-04-06 14:21:16.012] ,499
[2023-04-06 14:21:16.022] ,650
[2023-04-06 14:21:16.033] ,370
[2023-04-06 14:21:16.043] ,297
[2023-04-06 14:21:16.053] ,353
[2023-04-06 14:21:16.062] ,326
[2023-04-06 14:21:16.075] ,321
[2023-04-06 14:21:16.083] ,320
[2023-04-06 14:21:16.095] ,326
[2023-04-06 14:21:16.103] ,327
[2023-04-06 14:21:16.116] ,324
[2023-04-06 14:21:16.124] ,337
[2023-04-06 14:21:16.137] ,336
[2023-04-06 14:21:16.144] ,333
[2023-04-06 14:21:16.156] ,350
[2023-04-06 14:21:16.165] ,346
[2023-04-06 14:21:16.178] ,348
[2023-04-06 14:21:16.186] ,352
[2023-04-06 14:21:16.199] ,360
[2023-04-06 14:21:16.206] ,369
[2023-04-06 14:21:16.219] ,373
[2023-04-06 14:21:16.226] ,383
[2023-04-06 14:21:16.238] ,381
[2023-04-06 14:21:16.250] ,375
[2023-04-06 14:21:16.259] ,366
[2023-04-06 14:21:16.270] ,348
[2023-04-06 14:21:16.280] ,336
[2023-04-06 14:21:16.291] ,318
[2023-04-06 14:21:16.301] ,319
[2023-04-06 14:21:16.311] ,309
[2023-04-06 14:21:16.321] ,312
[2023-04-06 14:21:16.332] ,308
[2023-04-06 14:21:16.341] ,313
[2023-04-06 14:21:16.353] ,315
[2023-04-06 14:21:16.362] ,312
[2023-04-06 14:21:16.372] ,312
[2023-04-06 14:21:16.382] ,324
[2023-04-06 14:21:16.393] ,320
[2023-04-06 14:21:16.403] ,325
[2023-04-06 14:21:16.413] ,353
[2023-04-06 14:21:16.423] ,305
[2023-04-06 14:21:16.435] ,322
[2023-04-06 14:21:16.444] ,320
[2023-04-06 14:21:16.455] ,318
[2023-04-06 14:21:16.464] ,321
[2023-04-06 14:21:16.476] ,321
[2023-04-06 14:21:16.485] ,321
[2023-04-06 14:21:16.497] ,321
[2023-04-06 14:21:16.504] ,320
[2023-04-06 14:21:16.518] ,322
[2023-04-06 14:21:16.525] ,318
[2023-04-06 14:21:16.538] ,329
[2023-04-06 14:21:16.545] ,316
[2023-04-06 14:21:16.559] ,320
[2023-04-06 14:21:16.568] ,327
[2023-04-06 14:21:16.579] ,322
[2023-04-06 14:21:16.590] ,321
[2023-04-06 14:21:16.600] ,332
[2023-04-06 14:21:16.610] ,346
[2023-04-06 14:21:16.619] ,345
[2023-04-06 14:21:16.631] ,345
[2023-04-06 14:21:16.641] ,358
[2023-04-06 14:21:16.652] ,342
[2023-04-06 14:21:16.660] ,324
[2023-04-06 14:21:16.672] ,321
[2023-04-06 14:21:16.681] ,317
[2023-04-06 14:21:16.692] ,317
[2023-04-06 14:21:16.702] ,316
[2023-04-06 14:21:16.713] ,320
[2023-04-06 14:21:16.723] ,319
[2023-04-06 14:21:16.733] ,312
[2023-04-06 14:21:16.742] ,351
[2023-04-06 14:21:16.753] ,557
[2023-04-06 14:21:16.763] ,656
[2023-04-06 14:21:16.775] ,341
[2023-04-06 14:21:16.784] ,295
[2023-04-06 14:21:16.796] ,352
[2023-04-06 14:21:16.803] ,314
[2023-04-06 14:21:16.817] ,316
[2023-04-06 14:21:16.824] ,310
[2023-04-06 14:21:16.836] ,322
[2023-04-06 14:21:16.845] ,319
[2023-04-06 14:21:16.857] ,321
[2023-04-06 14:21:16.865] ,326
[2023-04-06 14:21:16.877] ,327
[2023-04-06 14:21:16.886] ,331
[2023-04-06 14:21:16.899] ,335
[2023-04-06 14:21:16.906] ,340
[2023-04-06 14:21:16.919] ,344
[2023-04-06 14:21:16.926] ,349
[2023-04-06 14:21:16.938] ,358
[2023-04-06 14:21:16.950] ,356
[2023-04-06 14:21:16.960] ,366
[2023-04-06 14:21:16.971] ,372
[2023-04-06 14:21:16.981] ,379
[2023-04-06 14:21:16.991] ,372
[2023-04-06 14:21:17.003] ,364
[2023-04-06 14:21:17.012] ,340
[2023-04-06 14:21:17.021] ,324
[2023-04-06 14:21:17.033] ,320
[2023-04-06 14:21:17.042] ,309
[2023-04-06 14:21:17.052] ,301
[2023-04-06 14:21:17.063] ,309
[2023-04-06 14:21:17.073] ,304
[2023-04-06 14:21:17.084] ,311
[2023-04-06 14:21:17.093] ,304
[2023-04-06 14:21:17.103] ,308
[2023-04-06 14:21:17.115] ,313
[2023-04-06 14:21:17.124] ,308
[2023-04-06 14:21:17.136] ,315
[2023-04-06 14:21:17.143] ,315
[2023-04-06 14:21:17.155] ,314
[2023-04-06 14:21:17.164] ,320
[2023-04-06 14:21:17.177] ,319
[2023-04-06 14:21:17.185] ,316
[2023-04-06 14:21:17.198] ,322
[2023-04-06 14:21:17.205] ,322
[2023-04-06 14:21:17.219] ,322
[2023-04-06 14:21:17.225] ,322
[2023-04-06 14:21:17.238] ,314
[2023-04-06 14:21:17.247] ,328
[2023-04-06 14:21:17.258] ,321
[2023-04-06 14:21:17.268] ,316
[2023-04-06 14:21:17.279] ,327
[2023-04-06 14:21:17.290] ,320
[2023-04-06 14:21:17.299] ,321
[2023-04-06 14:21:17.311] ,320
[2023-04-06 14:21:17.320] ,322
[2023-04-06 14:21:17.331] ,323
[2023-04-06 14:21:17.341] ,319
[2023-04-06 14:21:17.351] ,329
[2023-04-06 14:21:17.361] ,343
[2023-04-06 14:21:17.372] ,344
[2023-04-06 14:21:17.382] ,345
[2023-04-06 14:21:17.392] ,351
[2023-04-06 14:21:17.403] ,355
[2023-04-06 14:21:17.413] ,336
[2023-04-06 14:21:17.422] ,318
[2023-04-06 14:21:17.434] ,328
[2023-04-06 14:21:17.443] ,320
[2023-04-06 14:21:17.454] ,325
[2023-04-06 14:21:17.464] ,317
[2023-04-06 14:21:17.475] ,333
